t_wall,t_sim,scenario_name,control_source,control_mode,external_found,drone_found,ext_red_u,ext_red_v,ext_blue_u,ext_blue_v,drone_red_u,drone_red_v,ex_px,ev_px,cmd_vx,cmd_vy,cmd_vz,cmd_yaw_rate,cmd_frame,cmd_valid,uav_x,uav_y,uav_z,platform_x,platform_y,platform_z,world_ex,world_ey,world_sep
3.7815401554107666,0.0,breakaway,drone,tracking,1,1,391.6606321264253,299.4651596986064,399.5,299.5,377.0110327005268,299.5026712056456,-22.988967299473188,-0.49732879435441646,-0.4597793459894638,0.009946575887088329,0.0,0.0,world_xy,1,0.0,0.0,1.5,-0.18,0.0,0.25,-0.18,0.0,0.18
3.8666036128997803,0.01,breakaway,drone,tracking,1,1,391.46566065029424,299.4204227898872,398.5,299.5,378.1518348960756,299.33938844958016,-21.848165103924373,-0.6606115504198442,-0.4472305218384268,0.011742686203808035,0.0,0.0,world_xy,1,-0.004597793459894638,9.94657588708833e-05,1.5,-0.1885,0.0016199781300885736,0.25,-0.18390220654010536,0.0015205123712176904,0.1839084922677324
4.000091552734375,0.02,breakaway,drone,tracking,1,1,391.2684500648508,299.3092736705577,398.5,299.5,379.18055639442883,299.20474413023607,-20.819443605571166,-0.7952558697639347,-0.4302676144885749,0.014032023359116899,0.0,0.0,world_xy,1,-0.009070098678278907,0.00021689262090896367,1.5,-0.197,0.0032398250428343303,0.25,-0.1879299013217211,0.0030229324219253665,0.18795421232635187
4.11439323425293,0.03,breakaway,drone,tracking,1,1,368.39721232577034,298.7771735733483,397.5,299.5,380.1061210038032,299.061850543435,-19.893878996196804,-0.9381494565649859,-0.41245309547802356,0.01663405453381745,0.0,0.0,world_xy,1,-0.013372774823164657,0.00035721285450013263,1.5,-0.2055,0.0048594095315229865,0.25,-0.19212722517683534,0.0045021966770228536,0.1921799688548965
4.281461954116821,0.04,breakaway,drone,tracking,1,1,367.38210165263484,298.5517305893358,396.5,299.5,381.000149478595,298.94924808333036,-18.999850521404994,-1.0507519166696397,-0.3946022487005655,0.019043595623583893,0.0,0.0,world_xy,1,-0.017497305777944894,0.0005235533998383072,1.5,-0.214,0.006478600410696466,0.25,-0.1965026942220551,0.005955047010858159,0.19659290786146894
4.540036201477051,0.05,breakaway,drone,tracking,1,1,366.46659242761694,298.25767136847315,396.5,299.5,381.7264802317376,298.84165506809046,-18.273519768262418,-1.1583449319095394,-0.37857972936614104,0.021311412281617686,0.0,0.0,world_xy,1,-0.02144332826495055,0.0007139893560741461,1.5,-0.2225,0.008097266526778843,0.25,-0.20105667173504946,0.0073832771707046975,0.2011921917743203
4.685054540634155,0.06,breakaway,drone,tracking,1,1,365.4744822485207,297.95247781065086,395.5,299.5,382.384812398926,298.7410107012698,-17.615187601074012,-1.2589892987302278,-0.36412794182657765,0.023439017812760463,0.0,0.0,world_xy,1,-0.02522912555861196,0.000927103478890323,1.5,-0.23099999999999998,0.009715276768699719,0.25,-0.20577087444138803,0.008788173289809395,0.2059584539613395
4.828344821929932,0.07,breakaway,drone,tracking,1,1,364.60215643274853,297.73489278752436,395.5,299.5,382.9313275795003,298.6372581868879,-17.068672420499695,-1.362741813112109,-0.35161297044745654,0.025537717959975406,0.0,0.0,world_xy,1,-0.028870404976877737,0.0011614936570179277,1.5,-0.2395,0.011332500078514145,0.25,-0.21062959502312226,0.010171006421496218,0.2108750238203439
4.948829174041748,0.08,breakaway,drone,tracking,1,1,363.6164658634538,297.5907873919922,394.5,299.5,383.06904487031477,298.55503732779187,-16.93095512968523,-1.4449626722081348,-0.344466343127893,0.027386562476278416,0.0,0.0,world_xy,1,-0.0323865346813523,0.0014168708366176818,1.5,-0.248,0.012948805462018239,0.25,-0.2156134653186477,0.011531934625400557,0.2159216338001364
5.05940318107605,0.09,breakaway,drone,tracking,1,1,362.7909451659452,297.4074074074074,394.5,299.5,323.78878673788046,295.1147243382074,-76.21121326211954,-4.885275661792605,-0.9933332002908669,0.06606198539404394,0.0,0.0,world_xy,1,-0.03583119811263123,0.001690736461380466,1.5,-0.2565,0.014564061999359649,0.25,-0.22066880188736876,0.012873325537979183,0.2210439834892902
5.19873571395874,0.1,breakaway,drone,tracking,1,1,361.30382614018976,297.13149678604225,392.7428425357873,299.2387525562372,324.2948423884813,294.7389502681817,-75.7051576115187,-5.261049731818275,-1.2797566738575958,0.08759944047732081,0.0,0.0,world_xy,1,-0.0457645301155399,0.0023513563153209054,1.5,-0.265,0.01617813885564199,0.25,-0.2192354698844601,0.013826782540321084,0.21967105219140126
5.33484959602356,0.11,breakaway,drone,tracking,1,1,360.1580743222284,296.8732551647125,391.217125382263,299.0474006116208,325.7930941871599,294.5039760386744,-74.20690581284009,-5.496023961325591,-1.3921664671771592,0.09987601178937587,0.0,0.0,world_xy,1,-0.05856209685411586,0.0032273507200941136,1.5,-0.27349999999999997,0.017790905291522396,0.25,-0.2149379031458841,0.014563554571428283,0.21543072977294678
5.4495158195495605,0.12,breakaway,drone,tracking,1,1,359.0228215767635,296.5387903935621,389.1175394846218,298.6829592684954,327.65154246970195,294.29641558865916,-72.34845753029805,-5.703584411340842,-1.4223079430630003,0.10768363382996839,0.0,0.0,world_xy,1,-0.07248376152588745,0.004226110837987873,1.5,-0.282,0.019402230673801344,0.25,-0.20951623847411252,0.015176119835813472,0.21006515369668563
5.5522894859313965,0.13,breakaway,drone,tracking,1,1,358.0221088435374,296.5454144620811,387.0079004874769,298.5076483442595,329.57563761210764,294.1011712911061,-70.42436238789236,-5.898828708893916,-1.4147065606451663,0.11334475102131884,0.0,0.0,world_xy,1,-0.08670684095651746,0.005302947176287556,1.5,-0.2905,0.02101198448600385,0.25,-0.20379315904348252,0.015709037309716293,0.20439771409220853
5.660508155822754,0.14,breakaway,drone,tracking,1,1,356.77513430544894,296.21808646712714,384.5,298.5,331.51974560235476,293.9597203728362,-68.48025439764524,-6.040279627163784,-1.3899007506644225,0.11744821385839511,0.0,0.0,world_xy,1,-0.10085390656296912,0.006436394686500745,1.5,-0.299,0.02262003633895127,0.25,-0.19814609343703088,0.016183641652450523,0.1988058967975837
5.766110897064209,0.15,breakaway,drone,tracking,1,1,355.5982079546187,295.93966350802555,382.5,298.5,333.37217174104615,293.7782563276549,-66.62782825895385,-6.221743672345099,-1.3583614486474824,0.1212908766320739,0.0,0.0,world_xy,1,-0.11475291406961335,0.007610876825084696,1.5,-0.3075,0.024226255981322695,0.25,-0.19274708593038664,0.016615379156238,0.1934619082898786
5.849102258682251,0.16,breakaway,drone,tracking,1,1,354.4715526814292,295.66411914560064,380.5078951934756,298.49210480652437,335.1470703250395,293.6632114070261,-64.85292967496048,-6.336788592973903,-1.3246448783159324,0.12428556900714618,0.0,0.0,world_xy,1,-0.12833652855608818,0.008823785591405436,1.5,-0.316,0.02583051331020531,0.25,-0.18766347144391182,0.017006727718799873,0.188432500652306
5.953788757324219,0.17,breakaway,drone,tracking,1,1,353.14764109791287,295.4623179652372,379.0776397515528,298.09610075914424,336.74588389099966,293.5746094000782,-63.254116109000336,-6.425390599921798,-1.2918854724411732,0.12660780265235555,0.0,0.0,world_xy,1,-0.14158297733924752,0.010066641281476899,1.5,-0.3245,0.027432678381632592,0.25,-0.1829170226607525,0.017366037100155694,0.18373953418804082
6.038317918777466,0.18,breakaway,drone,tracking,1,1,352.05252442996743,295.2220412595005,377.073089145342,297.58772369961525,338.2632475938669,293.4035883338294,-61.73675240613312,-6.596411666170582,-1.2604527390659923,0.12953403952143638,0.0,0.0,world_xy,1,-0.15450183206365925,0.011332719308000455,1.5,-0.33299999999999996,0.029032621421109735,0.25,-0.1784981679363407,0.017699902113109282,0.17937358359425098
6.144088983535767,0.19,breakaway,drone,tracking,1,1,351.102333809621,295.01918758930395,375.5,297.5,339.68586702149383,293.32411249423694,-60.314132978506166,-6.675887505763058,-1.2306591953432644,0.13172508034804,0.0,0.0,world_xy,1,-0.16710635945431918,0.012628059703214818,1.5,-0.3415,0.030630212834125318,0.25,-0.17439364054568085,0.018002153130910498,0.1753203336185649
6.228556156158447,0.2,breakaway,drone,tracking,1,1,350.09454965044455,294.8507432294848,373.5,297.5,340.9485742637831,293.24937104164843,-59.05142573621691,-6.7506289583515695,-1.2033623210028552,0.13353320469848526,0.0,0.0,world_xy,1,-0.17941295140775182,0.01394531050669522,1.5,-0.35,0.03222532321664836,0.25,-0.17058704859224816,0.01828001270995314,0.17156369083255957
6.320923089981079,0.21,breakaway,drone,tracking,1,1,348.9587891296869,294.52837977296184,371.5,297.5,342.2146354558771,293.16774923986435,-57.7853645441229,-6.832250760135651,-1.1771520544366367,0.13524470047581053,0.0,0.0,world_xy,1,-0.19144657461778036,0.015280642553680073,1.5,-0.3585,0.03381782336560999,0.25,-0.16705342538221962,0.01853718081192992,0.16807877321180983
6.409259796142578,0.22,breakaway,drone,tracking,1,1,347.62955107811945,294.39498055850123,369.59054030726736,297.5568789918867,343.35033465325716,293.05634789921857,-56.649665346742836,-6.943652100781435,-1.1528647433106578,0.1372402883227105,0.0,0.0,world_xy,1,-0.20321809516214673,0.016633089558438178,1.5,-0.367,0.035407584289368854,0.25,-0.16378190483785326,0.018774494730930676,0.16485446310220833
6.504801988601685,0.23,breakaway,drone,tracking,1,1,346.48328289378867,294.06304943075367,368.5,296.5,344.3822364732268,292.990731006448,-55.61776352677322,-7.009268993551984,-1.1305845332843014,0.13886008867429156,0.0,0.0,world_xy,1,-0.2147467425952533,0.018005492441665282,1.5,-0.3755,0.03699447721815933,0.25,-0.1607532574047467,0.018988984776494047,0.1618709093972066
6.584431171417236,0.24,breakaway,drone,tracking,1,1,345.7533092659446,294.03836624902664,366.5,296.5,345.3519271198318,292.9215195047886,-54.64807288016817,-7.078480495211409,-1.1098918416597856,0.1403503253507567,0.0,0.0,world_xy,1,-0.22605258792809632,0.019394093328408198,1.5,-0.384,0.03857837361452181,0.25,-0.1579474120719037,0.01918428028611361,0.15910820717457635
6.671924591064453,0.25,breakaway,drone,tracking,1,1,344.71129228348707,293.740828148466,365.0,296.5,346.21922589758407,292.8328692921475,-53.78077410241593,-7.167130707852493,-1.0910398438734787,0.14199608419421794,0.0,0.0,world_xy,1,-0.23715150634469417,0.020797596581915764,1.5,-0.39249999999999996,0.04015914518371418,0.25,-0.15534849365530579,0.01936154860179842,0.15655038819891948
6.7676990032196045,0.26,breakaway,drone,tracking,1,1,343.70764499749697,293.4694271615533,363.5,296.5,347.06482438167285,292.7856446538127,-52.93517561832715,-7.21435534618729,-1.073254861544664,0.14325614669545825,0.0,0.0,world_xy,1,-0.24806190478342896,0.022217557423857944,1.5,-0.401,0.041736663884103624,0.25,-0.15293809521657106,0.01951910646024568,0.15417865119879393
6.8505072593688965,0.27,breakaway,drone,tracking,1,1,342.33222517730496,293.42582742316785,361.5,296.5,347.7834614195099,292.74846675886533,-52.21653858049012,-7.251533241134666,-1.0573466120804902,0.14423213166543755,0.0,0.0,world_xy,1,-0.2587944533988756,0.023650118890812526,1.5,-0.4095,0.04331080193753792,0.25,-0.1507055466011244,0.019660683046725393,0.15198257871942913
6.940677642822266,0.28,breakaway,drone,tracking,1,1,341.14803149606297,292.9923509561305,360.5,295.5,348.5146822063559,292.67534649307015,-51.48531779364413,-7.324653506929849,-1.042144471166306,0.14547564782567524,0.0,0.0,world_xy,1,-0.2693679195196805,0.025092440207466902,1.5,-0.41800000000000004,0.04488143183969539,0.25,-0.14863208048031956,0.019788991632228487,0.14994365454306027
7.016631841659546,0.29,breakaway,drone,tracking,1,1,342.11635487528343,293.0287698412698,358.5,295.5,349.2003665633518,292.67357183299185,-50.79963343664821,-7.326428167008146,-1.0277609798279679,0.14605475135864346,0.0,0.0,world_xy,1,-0.27978936423134354,0.026547196685723654,1.5,-0.4265,0.04644842637041269,0.25,-0.14671063576865645,0.019901229684689034,0.1480542792039667
7.122854948043823,0.3,breakaway,drone,tracking,1,1,341.68288060644346,292.70878079595707,357.5,295.5,349.76685050628845,292.6378301088447,-50.23314949371155,-7.362169891155304,-1.0150570853534127,0.1467085069140979,0.0,0.0,world_xy,1,-0.2900669740296232,0.028007744199310087,1.5,-0.435,0.04801165860398961,0.25,-0.14493302597037677,0.02000391440467952,0.14630700122837476
7.23066520690918,0.31,breakaway,drone,tracking,1,1,340.431339031339,292.68084045584044,355.5,295.5,350.3319503043247,292.63006016467966,-49.66804969567528,-7.369939835320338,-1.0031242350614638,0.1470881662998678,0.0,0.0,world_xy,1,-0.30021754488315733,0.029474829268451064,1.5,-0.4435,0.0495710019194699,0.25,-0.14328245511684268,0.020096172651018835,0.14468489243708063
